customer_id,product_id
7146,"[670, 1446]"
1183,"[341, 851, 1294, 1523, 8, 291, 1000, 844]"
1425,"[1240, 857, 861, 118, 374, 751, 35]"
8228,"[315, 172, 189, 139, 288]"
5981,"[369, 1544, 1134]"
4284,"[1278, 375, 1111, 1288]"
9037,[99]
815,"[1345, 1322, 247, 357, 440]"
3234,"[545, 667, 1443, 674, 1011]"
2063,"[235, 1183, 1454]"
8388,"[917, 694, 218]"
2481,"[32, 621, 1557, 721]"
3601,"[1490, 1334, 658, 715, 132]"
9725,"[808, 265, 1480, 538, 249]"
3601,"[689, 1011, 1188, 1072, 1421, 373]"
3608,"[729, 479, 1228, 539]"
670,"[1547, 1124, 1247, 465, 109, 32]"
3468,"[442, 592, 142]"
5223,"[325, 941]"
4319,"[1328, 612, 56, 579, 156, 279, 1055]"
3761,"[1391, 37, 253, 1162]"
5981,"[777, 1538, 1542]"
7700,"[1272, 783, 1106, 1282]"
5981,"[773, 723, 873, 423]"
7279,"[1169, 1479, 963, 953]"
2063,"[138, 314, 198, 547, 1057, 1086, 171]"
4284,"[79, 1293]"
5053,[678]
7279,"[368, 12, 1493, 1310, 301, 212]"
3601,[1393]
1614,"[445, 195, 944]"
7158,"[1398, 509, 472, 1314]"
7376,"[593, 222, 505, 1215, 1058, 382, 439, 1414]"
4284,"[1502, 200, 577, 1419]"
8388,"[380, 424]"
7994,"[238, 95, 111, 61, 211]"
4485,"[195, 1370]"
1550,"[222, 145, 1520, 511]"
5008,"[1511, 196, 1438, 828, 685]"
5605,"[1001, 1311, 795, 785]"
1325,"[1527, 146, 29, 379, 475]"
1390,"[1470, 1447, 371, 481, 565, 315]"
1425,"[365, 914, 825]"
2481,"[1317, 735, 1338, 1500, 185, 1427, 818]"
2697,"[1467, 285, 1128, 158, 1094, 258]"
3608,"[459, 1408, 1264, 1281]"
9559,"[172, 1441, 1165, 23, 332, 1375]"
9634,"[626, 909, 60, 1048]"
1265,"[170, 280, 363, 113, 862, 174, 1095]"
7860,"[1199, 1549, 86, 529, 1172, 1216, 1499]"
9349,"[576, 1431, 10, 426, 736, 1364, 210, 1385]"
7794,"[1039, 429, 700, 716, 666, 816, 1511]"
5536,"[943, 1479]"
4198,"[703, 1053, 4, 447, 676]"
1265,[580]
1390,"[1030, 487, 144, 759, 470, 194]"
8534,[594]
5008,"[1056, 1526]"
5605,"[551, 341, 557, 1466, 711]"
3602,"[9, 438, 1440, 404, 1540, 105]"
1062,"[718, 988, 1005, 955, 1105, 655, 445]"
7700,"[792, 10, 798, 1135]"
1402,"[1225, 270]"
5536,"[1252, 603, 992, 969, 1451, 3]"
9191,"[1388, 167, 1542, 533]"
1614,"[1022, 1265, 949]"
1390,"[13, 762]"
3602,"[307, 296, 1471, 1476, 733]"
8752,"[436, 719, 1428]"
1265,"[1025, 1241, 592, 1395, 958, 1441, 1551]"
9349,"[336, 1019, 116]"
8287,"[849, 1426]"
815,"[1182, 13]"
6081,"[450, 1066, 363]"
3870,"[306, 1082]"
8166,"[1438, 390, 833, 1475, 1202, 1485]"
1402,"[431, 1512, 969, 1040]"
5981,"[903, 1240]"
3419,"[1423, 94, 234, 517, 1227]"
8952,"[1183, 374, 1243, 607, 544, 1, 1216]"
7376,[41]
3419,"[264, 1240, 1429, 447, 690, 374, 1323]"
3468,"[414, 790, 1219, 663, 1186, 763, 886]"
1550,"[328, 1437]"
752,"[1233, 1010, 534, 1549]"
5605,"[190, 979, 1316, 1133, 124]"
4198,[298]
8821,"[880, 1269, 1246, 171, 281, 364, 115, 864]"
5172,"[88, 531, 760, 803, 1183, 335]"
2329,"[1210, 667, 324, 940, 651, 374, 790]"
9634,"[925, 355]"
7376,"[1031, 1180, 731, 521, 737, 88]"
7700,"[1070, 648, 771]"
1390,"[1260, 1304, 29, 324]"
9559,"[268, 750]"
4485,"[640, 777, 1194, 1503, 574, 977, 594]"
1062,"[1114, 159]"
4485,"[1141, 492, 881, 858, 1341]"
4250,"[538, 1474, 638, 1174, 392, 1277, 56, 1431]"
9559,"[69, 152, 1461]"
1641,"[1462, 719, 975, 1352, 636, 1225, 603, 1325]"
2329,"[349, 1258]"
9573,"[869, 526, 1142, 852, 576]"
7700,"[936, 1112]"
9349,"[1229, 233, 836, 1412]"
2697,"[49, 1385, 909, 366, 436, 1052]"
9743,"[1172, 1522, 473, 916, 1559, 1189, 1472]"
6812,"[84, 939, 1076, 1492, 1388, 872]"
9725,"[221, 504]"
3761,"[1352, 1369, 1319, 1469, 1020, 1223, 1440, 377]"
8203,"[121, 803]"
7279,"[239, 483, 166, 1115, 971, 988]"
3468,[1254]
9349,"[1531, 96, 872]"
3957,"[1308, 33, 329, 173, 1055, 1525, 528]"
8752,[675]
1425,"[1019, 463]"
8752,"[1085, 263, 26]"
1343,"[569, 253]"
3601,"[862, 1345, 1455, 1538, 1289]"
670,"[1276, 494, 1282, 61]"
4250,"[150, 340, 916, 1159]"
4235,"[889, 826, 284, 37, 653, 364, 87, 503]"
5605,"[740, 930, 1506, 191, 1433, 824, 680]"
1265,"[1170, 40, 1043, 7, 1143]"
4250,"[140, 743, 1319, 1149, 833, 223]"
8203,"[690, 308]"
1836,"[304, 641, 457, 1007, 917, 41]"
2329,"[757, 108, 497]"
5536,"[1400, 1296, 780, 1183, 387]"
3419,"[1414, 85, 128, 411, 1120]"
8287,"[1077, 268, 1137, 501, 438, 1453, 1110]"
7321,[32]
7917,"[935, 352, 541]"
1265,"[165, 275, 358, 109, 858, 169, 1091]"
3234,"[515, 864, 960, 1403]"
3602,[1412]
9559,[93]
2329,"[1435, 492, 1347, 1484, 343, 652, 1281]"
5536,"[12, 69, 1044, 89]"
9559,"[405, 861, 638, 162, 1177, 1248]"
752,"[542, 426, 775]"
7614,"[159, 16, 33, 1541]"
9316,"[193, 1474, 332]"
1590,"[240, 163, 1538, 529]"
4250,"[1432, 117, 1359, 847, 703]"
5975,"[1019, 1329, 813, 803]"
1343,"[1545, 164, 48, 397, 493]"
1402,"[1488, 1465, 390, 500, 583, 333]"
1550,"[383, 932, 843, 1525]"
9743,"[1446, 836]"
3602,"[980, 1090, 1173]"
5223,"[410, 414, 1229, 1485, 304, 1146]"
2439,"[1532, 550, 794, 478, 1426, 1283, 1299]"
3602,"[178, 767, 145, 867, 1403]"
5605,"[467, 1043]"
8894,"[897, 142, 1263, 188, 298, 381, 132, 880]"
8203,[105]
1614,[980]
9559,"[1416, 128, 145, 95, 244, 1353]"
1614,"[883, 168, 1170, 134, 1270]"
7614,"[559, 1162, 1324, 10, 1251, 642]"
3761,[430]
7614,"[958, 336, 1058]"
7994,"[563, 792]"
8894,[1259]
3957,"[377, 593]"
2481,"[1242, 699, 356, 972, 683, 406, 822]"
9316,"[859, 290]"
7700,"[1063, 1212, 763, 553, 769, 120]"
7860,"[1102, 680, 803, 21]"
7279,"[204, 674, 1235, 281, 857]"
8228,"[759, 1375, 672, 809]"
6812,"[1325, 1236, 360, 1015]"
3601,"[1132, 1402]"
5981,"[1483, 8, 1316, 507, 963, 740, 264]"
3761,"[780, 1289, 174]"
1390,[37]
1183,"[1406, 1383, 307, 4]"
9197,"[910, 1287, 571, 1160]"
2329,"[1037, 1320, 471, 1459, 783]"
3608,"[585, 1506, 1030, 901, 558, 1174, 884]"
6159,[69]
1836,"[1450, 468, 298, 1540, 930]"
7158,"[421, 837]"
3762,[527]
5605,"[1228, 1139, 263, 918]"
2697,[1035]
9349,[299]
3957,"[442, 1191, 89, 1424]"
8287,"[1354, 332, 1108, 339]"
2862,"[1347, 765, 954, 1530, 216, 1458, 848]"
3957,"[133, 510, 1352, 383, 1319, 483, 1019]"
9197,"[1508, 1059, 849, 1065, 416, 1219, 782]"
815,"[1356, 347, 257, 940, 37, 773, 950, 834]"
3608,[1064]
752,"[980, 1384, 1001]"
7917,"[52, 735]"
1550,"[1224, 1068, 392]"
8228,"[801, 1190, 1167, 92, 202, 285, 36, 785]"
5223,"[106, 549, 778, 822, 1104, 256]"
2481,"[1228, 686, 342, 958, 669, 392, 808]"
9197,"[846, 276]"
7146,"[952, 1102, 652, 442, 659]"
5223,"[1205, 317, 693]"
8077,"[543, 427, 776]"
4250,"[1305, 17, 34]"
3795,"[816, 340, 1355, 1425, 483, 1338]"
9725,"[176, 686, 1129, 213, 1401, 126, 835]"
8228,"[1152, 1289]"
4284,"[556, 1492, 656, 1192, 410, 1199, 1536, 1352]"
7146,"[1160, 1243, 993, 184, 1054, 417, 355, 1370]"
3795,"[918, 69, 1057, 381]"
7994,[192]
7176,"[402, 59, 674]"
8287,"[1350, 1473]"
7917,"[1208, 1558, 96, 539, 1181, 1225, 1508]"
3795,"[1264, 561, 699, 1115]"
4250,"[1125, 249, 905, 83, 1404, 1287]"
670,[485]
1013,"[934, 391, 462, 1078, 375, 512, 928]"
8203,"[649, 493, 1375, 1431, 848, 1038, 56, 299]"
670,"[1241, 272, 1208]"
1325,"[992, 1021, 106]"
9037,"[1345, 1495, 1045, 835, 1052, 403, 1205]"
2063,"[1428, 1245, 236, 147, 829, 1484, 663, 839]"
9349,"[733, 190, 260, 876, 173, 310]"
5981,"[200, 643, 1286, 916, 1199, 350, 194]"
4284,"[124, 540, 436, 1478, 323, 1085, 1089, 346]"
7376,"[303, 319, 269]"
1641,"[1136, 593, 250, 866, 576, 300]"
8752,[603]
5053,"[1065, 1535]"
5605,"[560, 350, 566, 1475, 720, 283]"
7158,"[696, 1472, 1117, 1040]"
1183,"[1129, 174, 750, 580]"
7614,"[509, 925, 1235]"
8534,"[853, 670, 1219]"
5008,"[1469, 1525, 942, 1546]"
4284,"[1182, 80, 1415]"
5008,"[1372, 656, 1245, 623, 1345]"
9037,"[853, 1042, 60, 304, 1546, 936, 793]"
8894,[404]
6041,"[919, 843, 659, 1209, 1119, 243, 1313]"
5071,"[1366, 1449, 1200, 390, 1260, 623, 147]"
6159,"[1174, 1270, 155, 797, 841]"
9037,"[398, 481]"
1390,"[731, 1041]"
9559,"[1557, 121, 897]"
10095,"[259, 542, 1251, 1095]"
8203,"[119, 230, 313, 63, 812, 1268]"
1265,"[159, 938, 450, 772]"
8077,"[423, 439, 389, 539]"
5981,"[323, 739, 1049, 533]"
5536,"[1040, 1362, 1539, 1422, 214, 723, 753, 1395]"
9573,"[913, 1329, 81, 1123, 1112, 730]"
3419,"[1049, 893, 217, 687]"
9573,[111]
2439,"[1453, 511, 1366, 1503, 361, 671, 1299]"
5605,"[31, 87, 1062, 108]"
9634,"[424, 879, 657, 180, 1196, 1266, 324]"
8752,"[417, 461]"
7700,"[178, 34, 51, 1559, 151]"
4250,"[134, 1309]"
1265,"[1254, 1071, 62, 1530, 655, 166, 488]"
1425,"[399, 150]"
1590,"[959, 443, 433, 50]"
3234,"[1352, 1236, 27, 123, 566, 1209]"
1425,"[712, 1168, 945, 469, 1484, 1554, 612, 1467]"
1062,"[812, 868, 286, 889, 1051, 1295, 978, 369]"
5071,"[743, 1464, 443, 1219, 449, 786, 603]"
4284,"[1398, 643, 620, 1102, 896]"
9037,"[1333, 497, 1033]"
8203,"[327, 371, 654, 1363, 793, 117, 587]"
9197,"[571, 55]"
9725,"[1209, 427, 71, 1552, 1369, 361]"
8534,"[983, 773, 989, 340, 729, 706, 1189]"
9037,"[174, 84, 767, 1422, 600, 363]"
6081,"[1296, 221, 331, 414, 165, 914, 1369]"
3234,"[953, 837, 1186, 138]"
3601,"[191, 395, 611, 1107]"
7917,"[624, 241, 245, 1061]"
1062,"[315, 825, 854, 1497, 1541, 265, 975, 405]"
1402,"[1214, 831, 422, 1237, 349, 725]"
7700,[574]
4235,"[944, 894, 1044, 595, 385]"
7279,"[235, 1050, 162, 125]"
2063,"[1258, 342, 1530, 255, 964]"
9725,[1335]
8752,"[426, 1281, 1418, 276, 172, 1214, 59]"
9197,"[779, 196, 385, 962]"
9725,"[13, 935, 872, 329]"
8534,"[618, 263]"
7860,"[437, 466, 1109, 1152, 1435, 586, 17, 899]"
5536,"[443, 33, 849, 1518, 337]"
6812,"[1544, 1388, 712, 1182, 186, 789, 1365]"
1590,"[256, 1405, 662, 1332]"
4198,"[1499, 384, 1027, 656, 939]"
3957,"[807, 558, 1307, 204]"
5172,"[747, 1469, 448, 1223, 454, 791, 608, 1500, 744, 721, 1204, 900, 984]"
9197,"[967, 784, 1333, 1244, 368, 1437]"
6812,"[532, 1334, 898, 1380, 1490, 16]"
3080,[1557]
815,"[968, 852, 1201, 1297, 182]"
2229,"[693, 1175, 1286, 1369]"
9316,"[499, 1342, 786]"
2329,"[583, 1092]"
9349,"[649, 892, 576]"
2063,"[151, 900, 1356]"
8166,"[713, 1089, 374]"
5053,"[823, 1173, 124, 567, 796]"
2329,"[797, 494]"
7146,"[411, 827, 1137, 621]"
5536,"[1030, 1353, 1530, 1413, 205, 714, 743, 1386]"
534,"[1001, 1417, 169, 1211, 1200, 818, 408]"
4284,"[285, 861, 691, 375, 1323, 35, 52]"
1343,[953]
9197,"[964, 781, 1330, 1240]"
1183,"[504, 188]"
3080,"[797, 1280, 1487, 12, 1321]"
9725,"[1211, 428, 1217, 1554]"
3957,"[85, 275, 851, 1094]"
4284,"[921, 858, 316, 1530, 588, 299, 22, 438]"
5172,"[675, 865, 1441, 126, 1368, 856, 712]"
5536,"[323, 752, 196, 718, 296, 419, 1195, 839]"
7794,"[1474, 399, 509, 592, 342, 1091, 1547, 1324]"
2063,"[1401, 1031, 1314, 562]"
1325,"[506, 989, 1099]"
8821,"[1215, 419, 423, 1238, 1494]"
8077,"[1516, 667, 511, 1393, 1449, 867, 1056]"
1013,"[1100, 718, 722, 1537, 235, 611]"
1183,"[1554, 185, 761, 1005]"
9191,"[55, 1136, 1007, 664]"
3602,"[941, 864, 681, 1230, 1140, 265, 920]"
4319,"[1290, 1373, 1124, 315, 770, 548]"
1614,"[855, 1510]"
4198,"[1188, 512, 568, 1543, 588, 751, 994]"
3608,"[1301, 559, 815, 1191, 475, 1064, 442]"
4235,"[532, 482, 632]"
9197,"[806, 462, 1078, 789, 512, 928, 1238]"
1614,"[396, 1278, 190, 1165, 1355]"
2329,"[1298, 276, 891, 602, 326, 742, 1052]"
1013,"[209, 1091, 3]"
3870,"[332, 309, 792, 902, 985, 735, 1484, 382]"
1836,"[1248, 333, 1521, 246, 955]"
9634,[1325]
8534,"[416, 1271, 1409, 267, 163, 1205, 50]"
9191,"[769, 187, 376, 952]"
9725,"[4, 925, 863, 320]"
9037,"[706, 351, 274]"
7917,"[577, 7, 889, 1359, 777, 966, 1542]"
1343,"[1312, 902]"
3602,"[87, 1462]"
9191,"[913, 956]"
8077,"[260, 530, 547, 497, 647]"
7917,"[630, 247]"
2229,"[340, 677, 494, 1043, 954, 78]"
2481,"[794, 145, 534, 511]"
8203,"[427, 1243, 1499]"
1614,"[88, 265, 148, 498, 1007, 1450, 121]"
3608,"[1490, 1147, 204]"
5172,"[880, 1417]"
1402,"[253, 602, 1112]"
3870,"[1401, 1418, 1368, 1517, 1068, 858, 1074, 425]"
9037,"[267, 949, 46]"
7614,[683]
3080,"[400, 549, 100]"
1062,"[1180, 238, 1093, 1230, 88, 398]"
7794,[647]
3608,"[8, 611, 774, 1017]"
6081,"[1160, 684, 141, 212, 828, 125, 262]"
5318,"[1150, 301, 145, 1027, 1084]"
7700,"[1337, 1274, 731]"
1343,"[22, 958, 122, 658, 1020]"
7700,"[299, 542, 226, 1174, 1031, 1047, 1095]"
5008,"[612, 1134, 712, 835, 53, 1255]"
8952,[79]
3957,"[355, 332, 814, 925, 1008, 758, 1507, 405]"
1550,"[1174, 259, 1447, 172]"
7794,"[848, 825, 1307]"
1836,"[1228, 73]"
4319,"[456, 1244, 23, 1398, 389, 1444, 568]"
9349,"[339, 36, 119, 1427, 618, 1488, 851]"
7158,"[1052, 1402, 353, 382, 1025, 1069]"
3419,"[520, 1441, 965, 836, 493, 1108]"
670,"[84, 434]"
2063,"[1482, 500, 330, 14, 962]"
1325,"[1133, 1549, 301, 929, 1332]"
7321,"[343, 786, 1429, 1058, 1341, 493, 337]"
9725,"[946, 1362, 1258, 742, 1146]"
1013,"[933, 1376, 47]"
8203,"[1189, 1339, 889, 1093, 1309, 247, 1049]"
1590,"[1369, 1186, 177, 88, 770, 281, 604]"
1265,"[321, 71]"
1343,"[880, 364, 354, 1529]"
7994,"[300, 583]"
2063,"[1528, 1545, 1495, 87, 1195, 985, 1202]"
7794,"[453, 1241, 20, 1395, 386, 297, 979]"
9743,"[434, 544, 627, 377, 1126, 24, 1359, 883]"
5172,"[1066, 1349, 500, 344, 1226, 1282]"
1343,"[426, 137, 1418, 276, 586, 70, 60]"
8752,"[1096, 610, 800, 1376]"
2439,"[427, 1349, 872, 743, 400, 1016]"
9191,[1453]
9573,"[490, 334]"
7917,"[1107, 1256, 807, 597, 813, 164]"
8077,"[1146, 724, 847, 65]"
7614,"[248, 304, 1279, 325, 487]"
3601,"[22, 638, 1493, 72, 488, 384, 1426, 272]"
9037,"[641, 324, 1273]"
8166,"[137, 1007, 370, 308, 1323]"
8534,"[85, 1553, 677, 189, 511, 688]"
5008,"[1110, 35, 145, 228, 1537, 727, 39, 960]"
815,"[1134, 1178, 1461]"
4485,"[419, 209, 425, 1334, 165]"
5975,"[1507, 791, 236, 758, 336, 458, 1234, 465]"
2439,"[732, 1215, 1325, 1408]"
9559,"[539, 1381]"
1425,"[379, 1448, 212, 389, 273, 622, 1132]"
8752,"[1540, 1477, 935, 591]"
5605,"[868, 791, 608, 1157, 1068, 192]"
7158,"[1005, 356, 1158, 722, 1204]"
5975,"[834, 411]"
7860,"[483, 366]"
1265,"[1161, 206, 782, 612]"
3602,"[755, 279, 1294, 1365, 423]"
3419,"[1063, 160, 896]"
1402,"[959, 1202, 886, 276, 547]"
2063,"[863, 759, 243]"
1614,"[414, 963, 459, 1142]"
5071,"[699, 90, 1504, 1521, 1471, 63]"
8228,"[739, 1115, 400]"
5172,"[849, 1198, 247, 276, 919]"
2439,"[409, 520, 603, 353, 1102, 413, 1335, 859]"
5071,"[1553, 278, 573, 417, 1299, 211, 773, 1376]"
3080,"[361, 323, 1166, 610, 1133, 710, 833]"
1390,"[275, 970]"
9743,"[1180, 957, 481, 1496]"
5981,"[641, 1429, 208, 25, 574, 71, 753]"
6159,"[1403, 1099, 1182, 933, 124]"
4319,"[40, 1243, 1166, 983, 1532, 1442, 567]"
9743,"[21, 131, 214, 1523, 714, 25]"
670,"[474, 1157, 254, 990]"
7614,"[738, 755, 705]"
1425,"[1060, 518, 588, 1204, 501, 638, 1054, 1364]"
9559,"[1480, 85, 328, 12, 961]"
1590,"[1228, 86, 1540, 1024, 1428, 631]"
1641,"[1268, 1112, 436, 492]"
7176,"[794, 544, 1293, 605]"
8077,"[1148, 409]"
8894,[286]
1325,"[469, 1178]"
9559,"[1334, 1284, 1434, 985, 775, 991, 342]"
7794,"[1541, 1465, 1281]"
4250,"[810, 134, 604, 1166, 211]"
5053,"[1299, 1369]"
5318,[754]
7700,"[444, 1232, 11, 1386, 377, 288, 970]"
9743,"[424, 535, 618, 368, 1117, 15, 1350, 874]"
1183,"[377, 660]"
4319,[1509]
9191,[533]
670,"[517, 1386, 750, 687, 144, 1359, 417]"
1614,"[924, 967]"
815,"[684, 541, 557, 508, 657, 208, 1556]"
4235,"[345, 1120]"
1183,"[332, 428, 871, 1514, 1557, 282, 578, 422]"
1425,"[1231, 848, 438, 1254, 365]"
3761,"[458, 1168]"
9559,"[180, 130]"
1325,"[1538, 729]"
3468,"[1417, 263, 1024]"
6041,"[954, 78, 1147, 1470, 89, 1530, 322, 831]"
8821,"[28, 1297, 1021, 1437, 188]"
3601,"[562, 912, 1421, 1450]"
1641,"[1168, 1384, 735, 1538, 1101, 26, 136]"
1265,"[576, 1258, 356, 1092]"
7614,"[742, 759, 709]"
1425,"[1065, 522, 593, 1208, 505, 643, 1059, 1369]"
534,"[24, 187, 430, 114, 1062]"
1590,"[1233, 91, 1545, 1029, 1432, 636]"
7994,"[593, 437, 1319, 1375, 792, 982, 1558]"
5536,"[449, 453, 1269, 1525, 343]"
1402,"[1183, 613, 1495]"
5071,"[347, 1149, 713, 1195, 1305]"
9559,"[1425, 1003, 1126, 344, 1546]"
9197,"[250, 1492, 883]"
8821,"[258, 713, 491, 14, 1030, 1100]"
9559,"[394, 278, 627, 1137]"
1590,"[1093, 1297, 1513]"
1325,"[45, 182, 598, 494]"
670,"[197, 1266, 31, 208, 91, 441]"
7321,"[1223, 1306, 1056, 247, 1117, 480, 418, 1433]"
4235,"[981, 132, 1120, 444]"
8821,"[352, 435]"
3761,"[685, 995]"
9197,"[1511, 75, 851]"
4319,"[1385, 110, 405, 249, 1131, 43, 605]"
8388,[655]
1402,"[998, 443]"
8534,"[1065, 243, 6]"
7279,"[1427, 1111, 502, 772, 789, 739]"
1013,[895]
5071,"[479, 1255, 485, 822, 639, 1188, 685, 1367]"
7176,"[1514, 825, 189, 126]"
9037,"[1069, 1431, 1075]"
1614,"[592, 1302]"
1265,"[1555, 1505, 97, 1205, 995, 1212, 563, 1366]"
2697,"[989, 86]"
8077,"[1322, 646, 1116, 120, 723, 1299, 1128, 812]"
8821,"[54, 577, 154, 277]"
8952,"[354, 1236, 1292]"
815,"[1355, 1332, 257, 367, 450]"
7176,"[1112, 90, 866]"
3957,"[889, 1172, 323, 167, 1049]"
2481,"[437, 1359, 1296, 753, 410, 1026]"
9197,[1463]
9573,"[913, 344]"
4250,"[631, 781, 332, 122]"
5053,"[1485, 969, 958, 576, 166, 981]"
1265,"[845, 1315, 318, 922, 1498, 1327, 1011, 402]"
4319,"[678, 256]"
5975,[1374]
1062,"[1557, 709, 553, 1435, 1491, 908, 1512]"
9573,"[1362, 565, 569, 1385, 83]"
1614,"[589, 1299]"
670,"[1455, 1405, 1555, 1105, 1309, 1525, 463]"
10232,"[7, 1488, 1305]"
8077,"[1319, 643]"
3468,"[587, 137, 1485]"
4250,"[936, 647]"
8388,[510]
6812,"[520, 337, 886, 797]"
3608,"[939, 623, 13, 284, 300, 250]"
1402,"[601, 1270, 1233, 517, 1520, 484, 62]"
7146,"[937, 1087, 224, 428, 644]"
2481,"[1191, 1446, 265]"
8077,"[115, 1557, 348, 858, 1301, 1530, 15, 298]"
2439,"[1093, 578, 567, 184, 188]"
4250,"[1343, 1387, 112, 821]"
10095,"[351, 833, 944, 1027, 777]"
7376,"[764, 1540, 1184, 1107]"
1390,"[1197, 242, 818, 648]"
3762,"[791, 315, 1427, 1498, 555, 1410]"
4319,"[928, 1437, 322, 965]"
9634,"[353, 1262]"
9573,"[459, 530, 1145, 442, 580]"
8388,"[1108, 1285, 1168, 1518, 469]"
1343,"[1446, 1423, 348, 44]"
8894,"[853, 1230, 514, 1103]"
9725,"[1395, 27, 603]"
5318,"[1415, 1499, 1249, 440, 1309, 673, 197]"
5981,"[1126, 1222, 107, 750]"
1325,"[138, 1046, 1436, 1413, 337, 447, 531, 281]"
7376,"[1302, 254, 697, 1340, 970]"
3234,"[1037, 1121, 871, 62, 518]"
5053,"[767, 1104, 921, 1470, 967, 91, 1160, 1483]"
7176,"[1252, 1190]"
3761,"[175, 990]"
3795,"[320, 870, 780]"
1590,"[31, 1007, 1196, 214, 458, 239]"
8952,[1154]
1641,"[1083, 528, 1050, 628]"
2862,"[983, 827, 151, 621]"
9725,[142]
2697,"[1484, 542, 1397, 1534, 392, 702, 1330]"
670,"[741, 798, 215, 818, 981, 1224, 908]"
9743,"[789, 1044, 1421, 705, 1294, 672, 1394, 372]"
3957,"[648, 1451, 1428, 352, 49]"
3602,"[485, 1207, 186, 548, 192, 115]"
3762,"[525, 675, 225, 15]"
3761,"[1281, 765, 755, 372, 1521]"
3234,"[1531, 17, 300, 595, 439]"
8203,"[156, 612, 389, 1471, 1025]"
8752,"[103, 14, 696, 1351, 530, 293]"
5053,"[1129, 53, 164, 247, 1555, 746]"
2229,"[693, 190]"
1614,"[580, 1290]"
670,"[1446, 1396, 1546, 1096, 1300, 1516, 454]"
1062,"[95, 18, 1393]"
7994,"[1310, 634]"
8952,"[1456, 1007, 797, 1013, 364, 1167, 730]"
9573,"[1206, 198, 108, 790, 1446, 624, 801]"
2439,"[188, 937, 1393]"
8228,"[1164, 1127, 411]"
8203,"[860, 1210, 161, 605, 1247]"
2481,"[835, 945, 1028]"
4235,"[265, 269, 1084, 1340, 159, 1001]"
1550,"[1387, 406, 649, 333, 1281, 1138]"
8287,"[855, 859, 116, 372, 749, 33, 622]"
1325,"[951, 968, 918, 1068, 618, 408]"
1402,"[991, 435, 957, 535]"
2862,"[988, 832, 156, 626]"
9316,"[50, 1358, 549, 1005, 782, 306, 1321, 1391]"
3795,"[20, 1422, 746, 802, 220]"
752,"[896, 353, 423, 1039, 336, 473, 889]"
8077,"[610, 454, 1336, 1392, 810, 999, 17, 261]"
10095,"[1203, 234, 1170]"
7158,"[292, 321, 964, 1007, 1290, 442, 1430]"
7321,"[481, 897, 1207, 691]"
6041,[687]
3419,"[1554, 39, 322, 618, 462]"
8228,"[179, 634, 412, 1494, 951]"
8203,"[29, 1498, 622, 1277, 455, 218]"
1836,"[666, 1149, 1259, 1342]"
9634,"[570, 1412]"
1550,"[410, 1479, 243, 420, 304, 653, 1163]"
3761,"[790, 727, 184, 1399, 457, 168, 1449]"
5975,"[1193, 345, 1333, 657, 1127]"
2481,"[603, 127, 1556, 1213, 270, 1539, 1262]"
4284,"[1007, 1302, 1146, 470]"
8287,"[281, 364]"
1343,"[711, 1020]"
9349,"[1536, 101, 877]"
4198,"[900, 1183, 334, 178, 1060, 1116, 534]"
8752,"[681, 1084, 288, 292, 1107, 1363]"
5071,[148]
1614,"[1064, 1080, 1030, 1180, 731, 934]"
2697,"[56, 645, 23, 745]"
3602,"[1514, 944, 268, 738, 156]"
9743,"[418, 289, 1504, 562, 272]"
8752,"[1080, 258, 435]"
1343,"[564, 248, 1197, 1467]"
1550,"[1317, 375, 1230, 1367, 225, 535, 1163]"
9725,"[672, 728, 145, 749, 911, 1154, 838]"
8952,"[622, 878, 1254, 539, 1127, 505, 1227]"
4250,"[642, 792, 342, 546, 1398, 882, 872, 489, 493, 1309]"
7860,"[1438, 350, 1325]"
1836,"[656, 1138, 1249, 1332, 1082, 273]"
4198,"[1002, 912, 36]"
3234,"[61, 638, 467, 151, 1100, 1370]"
2697,"[407, 1556, 813, 1483, 1445]"
8534,[727]
9743,"[378, 61]"
2063,"[671, 1153, 1264, 1347]"
9197,[477]
7158,"[993, 1330]"
3762,"[1513, 184, 228, 511, 1220, 1064]"
4319,"[92, 1307, 364, 75]"
670,"[1323, 315, 225, 907, 418, 741, 918, 801]"
8534,"[682, 339, 954, 665, 389]"
9634,"[1331, 1508, 1391, 183]"
2229,"[418, 1527]"
1265,"[1323, 1101, 624, 81, 152]"
1390,"[628, 1311, 408, 1144]"
8228,"[892, 908, 859, 1008]"
8952,"[792, 1208, 1104, 588]"
5223,"[998, 1320, 1497, 1381, 172, 682, 1125, 1354]"
10095,"[968, 1384, 136, 1178, 1168, 785, 789]"
4235,[253]
1183,"[67, 217]"
1390,"[666, 1535, 899, 423, 294, 1508, 566, 277]"
752,"[766, 1236, 240, 843, 1419, 1248, 932]"
8077,"[36, 706, 669, 1511]"
8388,"[789, 419]"
7376,"[136, 406, 423, 373]"
2439,"[266, 404, 820, 716, 200]"
7794,"[1342, 293, 736, 965, 1009]"
3468,"[663, 746, 497, 1246, 557]"
5223,"[807, 730, 547, 1096, 1006, 131]"
5536,"[846, 197, 1000, 563]"
9037,"[577, 1393, 504, 881, 1309]"
2862,"[550, 1432, 344, 906]"
8894,"[1173, 364, 820, 597, 121, 1136, 1206]"
4198,"[31, 674, 304, 587, 1296, 1140]"
2862,"[949, 1020, 77, 932, 1070, 1486, 1382, 866]"
